date_tdb,jd_tdb,lambda_sidereal_deg,beta_deg,distance_au,ayanamsa_deg,x_au,y_au,z_au,vx_km_s,vy_km_s,vz_km_s,radial_velocity_km_s
2025-May-21 00:00:00.0000 TDB,2460816.50000,260.176016,3.892156,5.137252,25.095136,1.349966,-4.944426,0.348710,-49.170418,70.623102,-2.495884,-81.062691
2025-May-22 00:00:00.0000 TDB,2460817.50000,259.986973,3.911647,5.090559,25.095156,1.321495,-4.903758,0.347268,-49.422964,70.204053,-2.496682,-80.628263
2025-May-23 00:00:00.0000 TDB,2460818.50000,259.792135,3.931296,5.044121,25.095171,1.292880,-4.863334,0.345826,-49.668294,69.780533,-2.497558,-80.181448
2025-May-24 00:00:00.0000 TDB,2460819.50000,259.591399,3.951097,4.997944,25.095189,1.264125,-4.823156,0.344383,-49.906156,69.352600,-2.498516,-79.722072
2025-May-25 00:00:00.0000 TDB,2460820.50000,259.384660,3.971044,4.952036,25.095221,1.235235,-4.783226,0.342940,-50.136265,68.920377,-2.499554,-79.250022
2025-May-26 00:00:00.0000 TDB,2460821.50000,259.171819,3.991134,4.906405,25.095273,1.206214,-4.743547,0.341496,-50.358338,68.484067,-2.500664,-78.765264
2025-May-27 00:00:00.0000 TDB,2460822.50000,258.952785,4.011358,4.861057,25.095347,1.177067,-4.704121,0.340052,-50.572121,68.043953,-2.501831,-78.267858
2025-May-28 00:00:00.0000 TDB,2460823.50000,258.727475,4.031712,4.816001,25.095436,1.147800,-4.664950,0.338606,-50.777433,67.600384,-2.503034,-77.757947
2025-May-29 00:00:00.0000 TDB,2460824.50000,258.495811,4.052189,4.771242,25.095532,1.118416,-4.626037,0.337160,-50.974181,67.153733,-2.504252,-77.235726
2025-May-30 00:00:00.0000 TDB,2460825.50000,258.257718,4.072782,4.726788,25.095621,1.088921,-4.587382,0.335714,-51.162357,66.704360,-2.505465,-76.701403
2025-May-31 00:00:00.0000 TDB,2460826.50000,258.013119,4.093486,4.682647,25.095697,1.059320,-4.548987,0.334266,-51.342019,66.252586,-2.506658,-76.155162
2025-Jun-01 00:00:00.0000 TDB,2460827.50000,257.761930,4.114292,4.638824,25.095756,1.029618,-4.510854,0.332818,-51.513264,65.798673,-2.507819,-75.597148
2025-Jun-02 00:00:00.0000 TDB,2460828.50000,257.504065,4.135193,4.595327,25.095798,0.999819,-4.472984,0.331369,-51.676196,65.342836,-2.508945,-75.027458
2025-Jun-03 00:00:00.0000 TDB,2460829.50000,257.239436,4.156183,4.552162,25.095828,0.969929,-4.435377,0.329920,-51.830920,64.885247,-2.510032,-74.446151
2025-Jun-04 00:00:00.0000 TDB,2460830.50000,256.967950,4.177252,4.509337,25.095849,0.939951,-4.398035,0.328470,-51.977527,64.426048,-2.511082,-73.853256
2025-Jun-05 00:00:00.0000 TDB,2460831.50000,256.689519,4.198393,4.466857,25.095868,0.909891,-4.360959,0.327020,-52.116098,63.965366,-2.512098,-73.248785
2025-Jun-06 00:00:00.0000 TDB,2460832.50000,256.404051,4.219596,4.424729,25.095889,0.879753,-4.324149,0.325568,-52.246702,63.503311,-2.513081,-72.632738
2025-Jun-07 00:00:00.0000 TDB,2460833.50000,256.111458,4.240851,4.382961,25.095917,0.849543,-4.287607,0.324117,-52.369403,63.039988,-2.514038,-72.005105
2025-Jun-08 00:00:00.0000 TDB,2460834.50000,255.811655,4.262150,4.341559,25.095956,0.819263,-4.251332,0.322664,-52.484259,62.575489,-2.514973,-71.365872
2025-Jun-09 00:00:00.0000 TDB,2460835.50000,255.504557,4.283480,4.300529,25.096006,0.788920,-4.215326,0.321212,-52.591326,62.109900,-2.515891,-70.715017
2025-Jun-10 00:00:00.0000 TDB,2460836.50000,255.190084,4.304830,4.259878,25.096068,0.758517,-4.179590,0.319758,-52.690654,61.643290,-2.516801,-70.052510
2025-Jun-11 00:00:00.0000 TDB,2460837.50000,254.868159,4.326189,4.219614,25.096140,0.728058,-4.144123,0.318305,-52.782289,61.175716,-2.517710,-69.378309
2025-Jun-12 00:00:00.0000 TDB,2460838.50000,254.538709,4.347544,4.179742,25.096218,0.697549,-4.108926,0.316850,-52.866266,60.707222,-2.518629,-68.692363
2025-Jun-13 00:00:00.0000 TDB,2460839.50000,254.201663,4.368880,4.140270,25.096298,0.666994,-4.074000,0.315395,-52.942602,60.237834,-2.519567,-67.994609
2025-Jun-14 00:00:00.0000 TDB,2460840.50000,253.856955,4.390184,4.101204,25.096375,0.636397,-4.039346,0.313940,-53.011299,59.767569,-2.520537,-67.284977
2025-Jun-15 00:00:00.0000 TDB,2460841.50000,253.504521,4.411441,4.062551,25.096442,0.605763,-4.004963,0.312484,-53.072330,59.296437,-2.521549,-66.563396
2025-Jun-16 00:00:00.0000 TDB,2460842.50000,253.144299,4.432634,4.024319,25.096497,0.575095,-3.970853,0.311027,-53.125644,58.824445,-2.522617,-65.829796
2025-Jun-17 00:00:00.0000 TDB,2460843.50000,252.776230,4.453747,3.986514,25.096537,0.544399,-3.937015,0.309570,-53.171159,58.351604,-2.523750,-65.084120
2025-Jun-18 00:00:00.0000 TDB,2460844.50000,252.400254,4.474762,3.949143,25.096565,0.513679,-3.903451,0.308112,-53.208763,57.877937,-2.524958,-64.326331
2025-Jun-19 00:00:00.0000 TDB,2460845.50000,252.016317,4.495661,3.912213,25.096585,0.482939,-3.870161,0.306653,-53.238310,57.403489,-2.526248,-63.556425
2025-Jun-20 00:00:00.0000 TDB,2460846.50000,251.624365,4.516424,3.875731,25.096606,0.452185,-3.837145,0.305194,-53.259626,56.928335,-2.527624,-62.774440
2025-Jun-21 00:00:00.0000 TDB,2460847.50000,251.224352,4.537030,3.839705,25.096637,0.421421,-3.804403,0.303734,-53.272516,56.452596,-2.529086,-61.980479
2025-Jun-22 00:00:00.0000 TDB,2460848.50000,250.816238,4.557460,3.804140,25.096684,0.390652,-3.771937,0.302273,-53.276773,55.976453,-2.530628,-61.174723
2025-Jun-23 00:00:00.0000 TDB,2460849.50000,250.400000,4.577692,3.769044,25.096753,0.359883,-3.739745,0.300811,-53.272204,55.500149,-2.532238,-60.357440
2025-Jun-24 00:00:00.0000 TDB,2460850.50000,249.975625,4.597703,3.734424,25.096839,0.329119,-3.707828,0.299348,-53.258657,55.023992,-2.533901,-59.528988
2025-Jun-25 00:00:00.0000 TDB,2460851.50000,249.543114,4.617473,3.700285,25.096936,0.298365,-3.676187,0.297884,-53.236043,54.548333,-2.535596,-58.689801
2025-Jun-26 00:00:00.0000 TDB,2460852.50000,249.102482,4.636977,3.666633,25.097032,0.267628,-3.644820,0.296419,-53.204353,54.073540,-2.537304,-57.840356
2025-Jun-27 00:00:00.0000 TDB,2460853.50000,248.653748,4.656194,3.633475,25.097117,0.236911,-3.613726,0.294953,-53.163654,53.599966,-2.539007,-56.981137
2025-Jun-28 00:00:00.0000 TDB,2460854.50000,248.196935,4.675100,3.600816,25.097187,0.206220,-3.582906,0.293486,-53.114072,53.127919,-2.540693,-56.112612
2025-Jun-29 00:00:00.0000 TDB,2460855.50000,247.732070,4.693673,3.568662,25.097237,0.175561,-3.552358,0.292018,-53.055767,52.657655,-2.542353,-55.235212
2025-Jun-30 00:00:00.0000 TDB,2460856.50000,247.259180,4.711889,3.537016,25.097273,0.144937,-3.522081,0.290549,-52.988907,52.189377,-2.543985,-54.349332
2025-Jul-01 00:00:00.0000 TDB,2460857.50000,246.778299,4.729723,3.505884,25.097298,0.114355,-3.492074,0.289080,-52.913656,51.723247,-2.545589,-53.455337
2025-Jul-02 00:00:00.0000 TDB,2460858.50000,246.289467,4.747152,3.475271,25.097317,0.083819,-3.462335,0.287609,-52.830163,51.259395,-2.547168,-52.553582
2025-Jul-03 00:00:00.0000 TDB,2460859.50000,245.792733,4.764152,3.445181,25.097338,0.053333,-3.432864,0.286137,-52.738561,50.797933,-2.548726,-51.644415
2025-Jul-04 00:00:00.0000 TDB,2460860.50000,245.288153,4.780696,3.415618,25.097364,0.022902,-3.403658,0.284665,-52.638969,50.338961,-2.550270,-50.728190
2025-Jul-05 00:00:00.0000 TDB,2460861.50000,244.775794,4.796761,3.386587,25.097399,-0.007469,-3.374717,0.283191,-52.531500,49.882572,-2.551805,-49.805272
2025-Jul-06 00:00:00.0000 TDB,2460862.50000,244.255735,4.812320,3.358090,25.097446,-0.037775,-3.346039,0.281717,-52.416257,49.428852,-2.553338,-48.876038
2025-Jul-07 00:00:00.0000 TDB,2460863.50000,243.728062,4.827348,3.330131,25.097504,-0.068013,-3.317622,0.280242,-52.293342,48.977876,-2.554876,-47.940873
2025-Jul-08 00:00:00.0000 TDB,2460864.50000,243.192876,4.841820,3.302714,25.097573,-0.098178,-3.289464,0.278766,-52.162854,48.529709,-2.556428,-47.000169
2025-Jul-09 00:00:00.0000 TDB,2460865.50000,242.650286,4.855708,3.275843,25.097649,-0.128265,-3.261564,0.277289,-52.024885,48.084401,-2.558003,-46.054324
2025-Jul-10 00:00:00.0000 TDB,2460866.50000,242.100415,4.868988,3.249518,25.097728,-0.158270,-3.233921,0.275811,-51.879515,47.641984,-2.559613,-45.103737
2025-Jul-11 00:00:00.0000 TDB,2460867.50000,241.543394,4.881632,3.223744,25.097805,-0.188189,-3.206533,0.274333,-51.726807,47.202472,-2.561269,-44.148814
2025-Jul-12 00:00:00.0000 TDB,2460868.50000,240.979369,4.893615,3.198523,25.097874,-0.218018,-3.179397,0.272853,-51.566799,46.765869,-2.562985,-43.189967
2025-Jul-13 00:00:00.0000 TDB,2460869.50000,240.408493,4.904911,3.173856,25.097929,-0.247753,-3.152513,0.271372,-51.399494,46.332170,-2.564774,-42.227629
2025-Jul-14 00:00:00.0000 TDB,2460870.50000,239.830926,4.915494,3.149746,25.097970,-0.277388,-3.125879,0.269890,-51.224863,45.901375,-2.566647,-41.262264
2025-Jul-15 00:00:00.0000 TDB,2460871.50000,239.246841,4.925337,3.126195,25.097997,-0.306921,-3.099492,0.268407,-51.042837,45.473498,-2.568615,-40.294376
2025-Jul-16 00:00:00.0000 TDB,2460872.50000,238.656417,4.934417,3.103203,25.098015,-0.336346,-3.073352,0.266923,-50.853317,45.048581,-2.570685,-39.324529
2025-Jul-17 00:00:00.0000 TDB,2460873.50000,238.059841,4.942708,3.080771,25.098031,-0.365660,-3.047456,0.265438,-50.656179,44.626703,-2.572860,-38.353353
2025-Jul-18 00:00:00.0000 TDB,2460874.50000,237.457315,4.950185,3.058901,25.098054,-0.394858,-3.021803,0.263951,-50.451284,44.207987,-2.575140,-37.381552
2025-Jul-19 00:00:00.0000 TDB,2460875.50000,236.849051,4.956827,3.037592,25.098092,-0.423934,-2.996391,0.262463,-50.238493,43.792606,-2.577520,-36.409905
2025-Jul-20 00:00:00.0000 TDB,2460876.50000,236.235280,4.962611,3.016844,25.098148,-0.452886,-2.971218,0.260974,-50.017678,43.380784,-2.579989,-35.439268
2025-Jul-21 00:00:00.0000 TDB,2460877.50000,235.616246,4.967516,2.996656,25.098221,-0.481708,-2.946281,0.259483,-49.788743,42.972795,-2.582534,-34.470562
2025-Jul-22 00:00:00.0000 TDB,2460878.50000,234.992209,4.971523,2.977027,25.098307,-0.510396,-2.921579,0.257991,-49.551636,42.568950,-2.585139,-33.504761
2025-Jul-23 00:00:00.0000 TDB,2460879.50000,234.363442,4.974615,2.957954,25.098397,-0.538944,-2.897109,0.256497,-49.306367,42.169583,-2.587787,-32.542864
2025-Jul-24 00:00:00.0000 TDB,2460880.50000,233.730226,4.976777,2.939436,25.098480,-0.567348,-2.872868,0.255002,-49.053008,41.775032,-2.590460,-31.585871
2025-Jul-25 00:00:00.0000 TDB,2460881.50000,233.092849,4.977994,2.921468,25.098549,-0.595603,-2.848854,0.253505,-48.791692,41.385612,-2.593145,-30.634755
2025-Jul-26 00:00:00.0000 TDB,2460882.50000,232.451596,4.978254,2.904048,25.098601,-0.623705,-2.825063,0.252006,-48.522599,41.001598,-2.595833,-29.690438
2025-Jul-27 00:00:00.0000 TDB,2460883.50000,231.806755,4.977548,2.887171,25.098635,-0.651650,-2.801492,0.250506,-48.245934,40.623218,-2.598520,-28.753788
2025-Jul-28 00:00:00.0000 TDB,2460884.50000,231.158613,4.975866,2.870833,25.098655,-0.679432,-2.778138,0.249005,-47.961912,40.250651,-2.601204,-27.825614
2025-Jul-29 00:00:00.0000 TDB,2460885.50000,230.507459,4.973202,2.855028,25.098669,-0.707049,-2.754997,0.247502,-47.670739,39.884037,-2.603889,-26.906681
2025-Jul-30 00:00:00.0000 TDB,2460886.50000,229.853580,4.969550,2.839751,25.098681,-0.734495,-2.732067,0.245997,-47.372607,39.523484,-2.606580,-25.997716
2025-Jul-31 00:00:00.0000 TDB,2460887.50000,229.197270,4.964908,2.824996,25.098697,-0.761768,-2.709343,0.244491,-47.067690,39.169083,-2.609285,-25.099422
2025-Aug-01 00:00:00.0000 TDB,2460888.50000,228.538822,4.959273,2.810757,25.098721,-0.788862,-2.686822,0.242983,-46.756149,38.820913,-2.612012,-24.212481
2025-Aug-02 00:00:00.0000 TDB,2460889.50000,227.878533,4.952644,2.797026,25.098756,-0.815774,-2.664500,0.241474,-46.438129,38.479045,-2.614768,-23.337560
2025-Aug-03 00:00:00.0000 TDB,2460890.50000,227.216701,4.945024,2.783797,25.098802,-0.842501,-2.642373,0.239963,-46.113773,38.143544,-2.617563,-22.475305
2025-Aug-04 00:00:00.0000 TDB,2460891.50000,226.553622,4.936414,2.771063,25.098858,-0.869039,-2.620439,0.238450,-45.783215,37.814469,-2.620406,-21.626342
2025-Aug-05 00:00:00.0000 TDB,2460892.50000,225.889597,4.926819,2.758814,25.098924,-0.895384,-2.598693,0.236936,-45.446587,37.491867,-2.623308,-20.791269
2025-Aug-06 00:00:00.0000 TDB,2460893.50000,225.224921,4.916246,2.747044,25.098994,-0.921533,-2.577131,0.235420,-45.104014,37.175768,-2.626279,-19.970654
2025-Aug-07 00:00:00.0000 TDB,2460894.50000,224.559893,4.904701,2.735743,25.099064,-0.947482,-2.555750,0.233902,-44.755610,36.866186,-2.629334,-19.165031
2025-Aug-08 00:00:00.0000 TDB,2460895.50000,223.894804,4.892193,2.724903,25.099127,-0.973229,-2.534546,0.232383,-44.401468,36.563116,-2.632486,-18.374904
2025-Aug-09 00:00:00.0000 TDB,2460896.50000,223.229944,4.878732,2.714515,25.099178,-0.998769,-2.513515,0.230862,-44.041649,36.266535,-2.635752,-17.600753
2025-Aug-10 00:00:00.0000 TDB,2460897.50000,222.565599,4.864330,2.704570,25.099215,-1.024100,-2.492653,0.229338,-43.676174,35.976417,-2.639145,-16.843051
2025-Aug-11 00:00:00.0000 TDB,2460898.50000,221.902043,4.848998,2.695057,25.099236,-1.049218,-2.471957,0.227813,-43.305019,35.692744,-2.642681,-16.102276
2025-Aug-12 00:00:00.0000 TDB,2460899.50000,221.239546,4.832751,2.685967,25.099245,-1.074121,-2.451423,0.226286,-42.928117,35.415524,-2.646368,-15.378933
2025-Aug-13 00:00:00.0000 TDB,2460900.50000,220.578369,4.815602,2.677289,25.099251,-1.098803,-2.431048,0.224756,-42.545363,35.144810,-2.650214,-14.673561
2025-Aug-14 00:00:00.0000 TDB,2460901.50000,219.918764,4.797570,2.669014,25.099262,-1.123264,-2.410826,0.223225,-42.156640,34.880708,-2.654218,-13.986741
2025-Aug-15 00:00:00.0000 TDB,2460902.50000,219.260983,4.778671,2.661129,25.099286,-1.147497,-2.390756,0.221690,-41.761828,34.623381,-2.658377,-13.319081
2025-Aug-16 00:00:00.0000 TDB,2460903.50000,218.605271,4.758923,2.653625,25.099327,-1.171501,-2.370832,0.220154,-41.360832,34.373046,-2.662682,-12.671209
2025-Aug-17 00:00:00.0000 TDB,2460904.50000,217.951869,4.738349,2.646489,25.099386,-1.195272,-2.351050,0.218615,-40.953590,34.129962,-2.667120,-12.043749
2025-Aug-18 00:00:00.0000 TDB,2460905.50000,217.301017,4.716969,2.639709,25.099458,-1.218805,-2.331407,0.217073,-40.540085,33.894417,-2.671679,-11.437301
2025-Aug-19 00:00:00.0000 TDB,2460906.50000,216.652943,4.694806,2.633274,25.099535,-1.242098,-2.311897,0.215529,-40.120350,33.666715,-2.676344,-10.852421
2025-Aug-20 00:00:00.0000 TDB,2460907.50000,216.007867,4.671886,2.627169,25.099609,-1.265147,-2.292517,0.213982,-39.694470,33.447161,-2.681102,-10.289609
2025-Aug-21 00:00:00.0000 TDB,2460908.50000,215.365993,4.648232,2.621384,25.099671,-1.287948,-2.273261,0.212432,-39.262577,33.236044,-2.685942,-9.749285
2025-Aug-22 00:00:00.0000 TDB,2460909.50000,214.727511,4.623871,2.615904,25.099717,-1.310498,-2.254124,0.210879,-38.824844,33.033629,-2.690857,-9.231789
2025-Aug-23 00:00:00.0000 TDB,2460910.50000,214.092591,4.598830,2.610716,25.099746,-1.332794,-2.235102,0.209323,-38.381475,32.840141,-2.695843,-8.737372
2025-Aug-24 00:00:00.0000 TDB,2460911.50000,213.461385,4.573136,2.605807,25.099760,-1.354831,-2.216189,0.207765,-37.932689,32.655767,-2.700901,-8.266198
2025-Aug-25 00:00:00.0000 TDB,2460912.50000,212.834028,4.546815,2.601163,25.099765,-1.376608,-2.197380,0.206204,-37.478706,32.480651,-2.706034,-7.818357
2025-Aug-26 00:00:00.0000 TDB,2460913.50000,212.210641,4.519896,2.596771,25.099766,-1.398122,-2.178669,0.204639,-37.019739,32.314904,-2.711251,-7.393875
2025-Aug-27 00:00:00.0000 TDB,2460914.50000,211.591328,4.492406,2.592618,25.099770,-1.419369,-2.160051,0.203072,-36.555985,32.158608,-2.716560,-6.992727
2025-Aug-28 00:00:00.0000 TDB,2460915.50000,210.976184,4.464370,2.588689,25.099781,-1.440347,-2.141521,0.201501,-36.087622,32.011825,-2.721973,-6.614848
2025-Aug-29 00:00:00.0000 TDB,2460916.50000,210.365289,4.435817,2.584973,25.099802,-1.461053,-2.123073,0.199928,-35.614810,31.874607,-2.727502,-6.260141
2025-Aug-30 00:00:00.0000 TDB,2460917.50000,209.758715,4.406771,2.581454,25.099834,-1.481484,-2.104701,0.198351,-35.137694,31.746997,-2.733160,-5.928484
2025-Aug-31 00:00:00.0000 TDB,2460918.50000,209.156520,4.377259,2.578120,25.099877,-1.501639,-2.086400,0.196771,-34.656409,31.629032,-2.738960,-5.619725
2025-Sep-01 00:00:00.0000 TDB,2460919.50000,208.558753,4.347305,2.574958,25.099930,-1.521515,-2.068164,0.195187,-34.171079,31.520741,-2.744915,-5.333691
2025-Sep-02 00:00:00.0000 TDB,2460920.50000,207.965450,4.316935,2.571955,25.099988,-1.541110,-2.049989,0.193600,-33.681821,31.422144,-2.751040,-5.070175
2025-Sep-03 00:00:00.0000 TDB,2460921.50000,207.376640,4.286170,2.569097,25.100048,-1.560420,-2.031867,0.192009,-33.188744,31.333246,-2.757352,-4.828948
2025-Sep-04 00:00:00.0000 TDB,2460922.50000,206.792338,4.255034,2.566373,25.100105,-1.579445,-2.013794,0.190415,-32.691939,31.254032,-2.763867,-4.609750
2025-Sep-05 00:00:00.0000 TDB,2460923.50000,206.212550,4.223550,2.563769,25.100152,-1.598182,-1.995764,0.188817,-32.191474,31.184468,-2.770604,-4.412306
2025-Sep-06 00:00:00.0000 TDB,2460924.50000,205.637273,4.191736,2.561272,25.100186,-1.616629,-1.977771,0.187215,-31.687383,31.124500,-2.777584,-4.236334
2025-Sep-07 00:00:00.0000 TDB,2460925.50000,205.066490,4.159615,2.558871,25.100203,-1.634783,-1.959810,0.185608,-31.179647,31.074068,-2.784826,-4.081563
2025-Sep-08 00:00:00.0000 TDB,2460926.50000,204.500172,4.127203,2.556553,25.100208,-1.652643,-1.941875,0.183998,-30.668192,31.033123,-2.792349,-3.947761
2025-Sep-09 00:00:00.0000 TDB,2460927.50000,203.938279,4.094521,2.554307,25.100205,-1.670207,-1.923962,0.182383,-30.152889,31.001650,-2.800165,-3.834748
2025-Sep-10 00:00:00.0000 TDB,2460928.50000,203.380758,4.061584,2.552120,25.100205,-1.687472,-1.906064,0.180763,-29.633570,30.979690,-2.808282,-3.742409
2025-Sep-11 00:00:00.0000 TDB,2460929.50000,202.827552,4.028409,2.549980,25.100217,-1.704436,-1.888175,0.179139,-29.110049,30.967353,-2.816702,-3.670681
2025-Sep-12 00:00:00.0000 TDB,2460930.50000,202.278598,3.995012,2.547876,25.100247,-1.721096,-1.870292,0.177510,-28.582161,30.964818,-2.825421,-3.619536
2025-Sep-13 00:00:00.0000 TDB,2460931.50000,201.733829,3.961410,2.545795,25.100295,-1.737450,-1.852406,0.175875,-28.049776,30.972314,-2.834429,-3.588947
2025-Sep-14 00:00:00.0000 TDB,2460932.50000,201.193174,3.927616,2.543726,25.100358,-1.753495,-1.834514,0.174235,-27.512819,30.990102,-2.843717,-3.578857
2025-Sep-15 00:00:00.0000 TDB,2460933.50000,200.656555,3.893646,2.541658,25.100428,-1.769229,-1.816608,0.172590,-26.971269,31.018446,-2.853274,-3.589167
2025-Sep-16 00:00:00.0000 TDB,2460934.50000,200.123886,3.859514,2.539577,25.100496,-1.784649,-1.798682,0.170940,-26.425154,31.057600,-2.863093,-3.619714
2025-Sep-17 00:00:00.0000 TDB,2460935.50000,199.595069,3.825232,2.537473,25.100553,-1.799752,-1.780731,0.169283,-25.874537,31.107791,-2.873167,-3.670279
2025-Sep-18 00:00:00.0000 TDB,2460936.50000,199.069992,3.790813,2.535333,25.100596,-1.814536,-1.762748,0.167621,-25.319514,31.169213,-2.883495,-3.740582
2025-Sep-19 00:00:00.0000 TDB,2460937.50000,198.548528,3.756270,2.533148,25.100623,-1.828998,-1.744725,0.165952,-24.760195,31.242024,-2.894079,-3.830290
2025-Sep-20 00:00:00.0000 TDB,2460938.50000,198.030542,3.721612,2.530905,25.100635,-1.843135,-1.726658,0.164278,-24.196699,31.326340,-2.904922,-3.939021
2025-Sep-21 00:00:00.0000 TDB,2460939.50000,197.515882,3.686850,2.528595,25.100637,-1.856946,-1.708538,0.162597,-23.629148,31.422236,-2.916032,-4.066355
2025-Sep-22 00:00:00.0000 TDB,2460940.50000,197.004389,3.651992,2.526205,25.100633,-1.870429,-1.690360,0.160909,-23.057653,31.529748,-2.927419,-4.211841
2025-Sep-23 00:00:00.0000 TDB,2460941.50000,196.495896,3.617045,2.523726,25.100631,-1.883580,-1.672116,0.159215,-22.482313,31.648873,-2.939097,-4.375004
2025-Sep-24 00:00:00.0000 TDB,2460942.50000,195.990227,3.582017,2.521148,25.100635,-1.896397,-1.653800,0.157514,-21.903208,31.779578,-2.951078,-4.555355
2025-Sep-25 00:00:00.0000 TDB,2460943.50000,195.487203,3.546913,2.518461,25.100648,-1.908879,-1.635405,0.155807,-21.320396,31.921798,-2.963378,-4.752399
2025-Sep-26 00:00:00.0000 TDB,2460944.50000,194.986640,3.511736,2.515655,25.100672,-1.921024,-1.616925,0.154091,-20.733913,32.075446,-2.976013,-4.965639
2025-Sep-27 00:00:00.0000 TDB,2460945.50000,194.488351,3.476490,2.512722,25.100708,-1.932828,-1.598353,0.152369,-20.143778,32.240414,-2.988997,-5.194577
2025-Sep-28 00:00:00.0000 TDB,2460946.50000,193.992144,3.441177,2.509652,25.100754,-1.944291,-1.579682,0.150639,-19.549992,32.416573,-3.002346,-5.438714
2025-Sep-29 00:00:00.0000 TDB,2460947.50000,193.497825,3.405796,2.506437,25.100807,-1.955410,-1.560906,0.148901,-18.952542,32.603772,-3.016074,-5.697551
2025-Sep-30 00:00:00.0000 TDB,2460948.50000,193.005196,3.370349,2.503068,25.100863,-1.966182,-1.542020,0.147155,-18.351407,32.801836,-3.030196,-5.970581
2025-Oct-01 00:00:00.0000 TDB,2460949.50000,192.514058,3.334834,2.499538,25.100918,-1.976606,-1.523015,0.145401,-17.746551,33.010558,-3.044726,-6.257292
2025-Oct-02 00:00:00.0000 TDB,2460950.50000,192.024207,3.299248,2.495838,25.100966,-1.986680,-1.503887,0.143638,-17.137925,33.229700,-3.059677,-6.557166
2025-Oct-03 00:00:00.0000 TDB,2460951.50000,191.535436,3.263588,2.491961,25.101004,-1.996402,-1.484630,0.141866,-16.525460,33.458981,-3.075063,-6.869684
2025-Oct-04 00:00:00.0000 TDB,2460952.50000,191.047535,3.227849,2.487901,25.101027,-2.005768,-1.465237,0.140086,-15.909056,33.698085,-3.090898,-7.194336
2025-Oct-05 00:00:00.0000 TDB,2460953.50000,190.560291,3.192026,2.483649,25.101036,-2.014777,-1.445703,0.138296,-15.288568,33.946669,-3.107190,-7.530638
2025-Oct-06 00:00:00.0000 TDB,2460954.50000,190.073483,3.156112,2.479200,25.101035,-2.023427,-1.426023,0.136497,-14.663804,34.204376,-3.123947,-7.878152
2025-Oct-07 00:00:00.0000 TDB,2460955.50000,189.586887,3.120099,2.474547,25.101032,-2.031715,-1.406192,0.134687,-14.034522,34.470867,-3.141168,-8.236496
2025-Oct-08 00:00:00.0000 TDB,2460956.50000,189.100278,3.083981,2.469684,25.101039,-2.039637,-1.386205,0.132868,-13.400453,34.745842,-3.158844,-8.605350
2025-Oct-09 00:00:00.0000 TDB,2460957.50000,188.613428,3.047748,2.464605,25.101063,-2.047192,-1.366056,0.131038,-12.761334,35.029063,-3.176956,-8.984423
2025-Oct-10 00:00:00.0000 TDB,2460958.50000,188.126114,3.011391,2.459304,25.101109,-2.054377,-1.345741,0.129198,-12.116953,35.320344,-3.195475,-9.373425
2025-Oct-11 00:00:00.0000 TDB,2460959.50000,187.638118,2.974903,2.453776,25.101173,-2.061188,-1.325256,0.127347,-11.467181,35.619530,-3.214366,-9.772010
2025-Oct-12 00:00:00.0000 TDB,2460960.50000,187.149220,2.938272,2.448015,25.101247,-2.067622,-1.304596,0.125485,-10.811991,35.926464,-3.233589,-10.179747
2025-Oct-13 00:00:00.0000 TDB,2460961.50000,186.659198,2.901490,2.442015,25.101321,-2.073676,-1.283756,0.123612,-10.151457,36.240955,-3.253105,-10.596098
2025-Oct-14 00:00:00.0000 TDB,2460962.50000,186.167823,2.864546,2.435774,25.101385,-2.079347,-1.262732,0.121728,-9.485735,36.562755,-3.272875,-11.020419
2025-Oct-15 00:00:00.0000 TDB,2460963.50000,185.674858,2.827431,2.429284,25.101435,-2.084632,-1.241521,0.119832,-8.815054,36.891558,-3.292861,-11.451971
2025-Oct-16 00:00:00.0000 TDB,2460964.50000,185.180056,2.790133,2.422544,25.101469,-2.089528,-1.220118,0.117924,-8.139696,37.226994,-3.313025,-11.889931
2025-Oct-17 00:00:00.0000 TDB,2460965.50000,184.683163,2.752641,2.415549,25.101488,-2.094033,-1.198519,0.116005,-7.459993,37.568640,-3.333331,-12.333403
2025-Oct-18 00:00:00.0000 TDB,2460966.50000,184.183918,2.714942,2.408297,25.101496,-2.098144,-1.176721,0.114074,-6.776320,37.916030,-3.353741,-12.781430
2025-Oct-19 00:00:00.0000 TDB,2460967.50000,183.682054,2.677025,2.400785,25.101498,-2.101859,-1.154721,0.112131,-6.089093,38.268660,-3.374217,-13.232996
2025-Oct-20 00:00:00.0000 TDB,2460968.50000,183.177299,2.638876,2.393011,25.101500,-2.105177,-1.132516,0.110176,-5.398770,38.625996,-3.394720,-13.687034
2025-Oct-21 00:00:00.0000 TDB,2460969.50000,182.669379,2.600482,2.384975,25.101507,-2.108095,-1.110104,0.108210,-4.705847,38.987485,-3.415211,-14.142431
2025-Oct-22 00:00:00.0000 TDB,2460970.50000,182.158016,2.561827,2.376675,25.101523,-2.110612,-1.087481,0.106231,-4.010859,39.352561,-3.435650,-14.598033
2025-Oct-23 00:00:00.0000 TDB,2460971.50000,181.642931,2.522898,2.368113,25.101550,-2.112728,-1.064647,0.104241,-3.314376,39.720651,-3.455996,-15.052646
2025-Oct-24 00:00:00.0000 TDB,2460972.50000,181.123842,2.483678,2.359288,25.101589,-2.114441,-1.041600,0.102239,-2.617001,40.091192,-3.476206,-15.505051
